iteration,time_ms,violations,status
0,0,13,INITIAL
1,28,11,NO_IMPROVEMENT
501,687,18,NO_IMPROVEMENT
1001,921,7219,NO_IMPROVEMENT
1501,1133,6,NO_IMPROVEMENT
2001,1337,7208,NO_IMPROVEMENT
2501,1487,6,NO_IMPROVEMENT
3001,1634,6,NO_IMPROVEMENT
3501,1894,10811,NO_IMPROVEMENT
4001,2198,6,NO_IMPROVEMENT
4501,2401,6,NO_IMPROVEMENT
5001,2597,6,NO_IMPROVEMENT
5501,2682,5,NO_IMPROVEMENT
6001,2801,6,NO_IMPROVEMENT
6501,2919,8,NO_IMPROVEMENT
7001,3001,6,NO_IMPROVEMENT
7501,3069,6,NO_IMPROVEMENT
8001,3149,3606,NO_IMPROVEMENT
8501,3228,6,NO_IMPROVEMENT
9001,3309,8,NO_IMPROVEMENT
9501,3404,7,NO_IMPROVEMENT
10001,3514,7,NO_IMPROVEMENT
10501,3598,7,NO_IMPROVEMENT
11001,3697,7,NO_IMPROVEMENT
11501,3803,12608,NO_IMPROVEMENT
12001,3922,4,NO_IMPROVEMENT
12501,4019,4,NO_IMPROVEMENT
13001,4097,4,NO_IMPROVEMENT
13501,4177,4,NO_IMPROVEMENT
14001,4256,1803,NO_IMPROVEMENT
14501,4364,4,NO_IMPROVEMENT
15001,4442,5,NO_IMPROVEMENT
15501,4527,2,NO_IMPROVEMENT
16001,4608,2,NO_IMPROVEMENT
16501,4717,2,NO_IMPROVEMENT
17001,4807,5402,NO_IMPROVEMENT
17501,4887,2,NO_IMPROVEMENT
18001,4974,2,NO_IMPROVEMENT
18331,5042,0,FINAL
